front,back,unidad,materia,submateria,tipo,nivel
¿Qué es el control de constitucionalidad? (Profundización 3),"Velar porque las leyes respeten la CPR, tarea del Tribunal Constitucional.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,INTERMEDIO
Escala de jerarquía normativa en Chile (Profundización 4),Constitución > Ley/DFL/DL > Potestad Reglamentaria > Actos privados.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,BASICO
Supremacía Constitucional (Profundización 4),La Constitución es la norma suprema que subordina a todas las demás.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,BASICO
Rango de Tratados de DD.HH. (Profundización 4),Rango constitucional o preferente según Art. 5 CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,AVANZADO
Jerarquía Ley vs Reglamento (Profundización 4),La ley prima sobre el reglamento en caso de contradicción.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,INTERMEDIO
¿Qué es el control de constitucionalidad? (Profundización 4),"Velar porque las leyes respeten la CPR, tarea del Tribunal Constitucional.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,INTERMEDIO
Escala de jerarquía normativa en Chile (Profundización 5),Constitución > Ley/DFL/DL > Potestad Reglamentaria > Actos privados.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,BASICO
Supremacía Constitucional (Profundización 5),La Constitución es la norma suprema que subordina a todas las demás.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,BASICO
Rango de Tratados de DD.HH. (Profundización 5),Rango constitucional o preferente según Art. 5 CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,AVANZADO
Jerarquía Ley vs Reglamento (Profundización 5),La ley prima sobre el reglamento en caso de contradicción.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,INTERMEDIO
¿Qué es el control de constitucionalidad? (Profundización 5),"Velar porque las leyes respeten la CPR, tarea del Tribunal Constitucional.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,INTERMEDIO
Escala de jerarquía normativa en Chile (Profundización 6),Constitución > Ley/DFL/DL > Potestad Reglamentaria > Actos privados.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,BASICO
Supremacía Constitucional (Profundización 6),La Constitución es la norma suprema que subordina a todas las demás.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,BASICO
Rango de Tratados de DD.HH. (Profundización 6),Rango constitucional o preferente según Art. 5 CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,AVANZADO
Jerarquía Ley vs Reglamento (Profundización 6),La ley prima sobre el reglamento en caso de contradicción.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,INTERMEDIO
¿Qué es el control de constitucionalidad? (Profundización 6),"Velar porque las leyes respeten la CPR, tarea del Tribunal Constitucional.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,JERARQUIA_NORMAS,CIVIL,INTERMEDIO
Constitucionalidad de fondo,Respeto de la ley a los derechos y valores sustantivos de la CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Constitucionalidad de forma,Cumplimiento de los requisitos procedimentales para la creación de la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Control preventivo del TC,Control obligatorio para leyes orgánicas constitucionales antes de su promulgación.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,INTERMEDIO
Efecto de la inaplicabilidad por inconstitucionalidad,La norma no se aplica al caso concreto en el juicio respectivo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,AVANZADO
Constitucionalidad de fondo (Profundización 1),Respeto de la ley a los derechos y valores sustantivos de la CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Constitucionalidad de forma (Profundización 1),Cumplimiento de los requisitos procedimentales para la creación de la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Control preventivo del TC (Profundización 1),Control obligatorio para leyes orgánicas constitucionales antes de su promulgación.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,INTERMEDIO
Efecto de la inaplicabilidad por inconstitucionalidad (Profundización 1),La norma no se aplica al caso concreto en el juicio respectivo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,AVANZADO
Constitucionalidad de fondo (Profundización 2),Respeto de la ley a los derechos y valores sustantivos de la CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Constitucionalidad de forma (Profundización 2),Cumplimiento de los requisitos procedimentales para la creación de la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Control preventivo del TC (Profundización 2),Control obligatorio para leyes orgánicas constitucionales antes de su promulgación.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,INTERMEDIO
Efecto de la inaplicabilidad por inconstitucionalidad (Profundización 2),La norma no se aplica al caso concreto en el juicio respectivo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,AVANZADO
Constitucionalidad de fondo (Profundización 3),Respeto de la ley a los derechos y valores sustantivos de la CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Constitucionalidad de forma (Profundización 3),Cumplimiento de los requisitos procedimentales para la creación de la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Control preventivo del TC (Profundización 3),Control obligatorio para leyes orgánicas constitucionales antes de su promulgación.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,INTERMEDIO
Efecto de la inaplicabilidad por inconstitucionalidad (Profundización 3),La norma no se aplica al caso concreto en el juicio respectivo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,AVANZADO
Constitucionalidad de fondo (Profundización 4),Respeto de la ley a los derechos y valores sustantivos de la CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Constitucionalidad de forma (Profundización 4),Cumplimiento de los requisitos procedimentales para la creación de la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Control preventivo del TC (Profundización 4),Control obligatorio para leyes orgánicas constitucionales antes de su promulgación.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,INTERMEDIO
Efecto de la inaplicabilidad por inconstitucionalidad (Profundización 4),La norma no se aplica al caso concreto en el juicio respectivo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,AVANZADO
Constitucionalidad de fondo (Profundización 5),Respeto de la ley a los derechos y valores sustantivos de la CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Constitucionalidad de forma (Profundización 5),Cumplimiento de los requisitos procedimentales para la creación de la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
Control preventivo del TC (Profundización 5),Control obligatorio para leyes orgánicas constitucionales antes de su promulgación.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,INTERMEDIO
Efecto de la inaplicabilidad por inconstitucionalidad (Profundización 5),La norma no se aplica al caso concreto en el juicio respectivo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,AVANZADO
Constitucionalidad de fondo (Profundización 6),Respeto de la ley a los derechos y valores sustantivos de la CPR.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONSTITUCIONALIDAD,CIVIL,BASICO
¿Qué es la potestad reglamentaria?,Facultad administrativa para dictar normas de cumplimiento de leyes.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Potestad reglamentaria autónoma,Dictar normas sobre materias no reservadas a la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es un Decreto Supremo?,Orden escrita del Presidente firmada por él y el Ministro del ramo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Control de legalidad de decretos,Toma de razón por la Contraloría General de la República.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es la potestad reglamentaria? (Profundización 1),Facultad administrativa para dictar normas de cumplimiento de leyes.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Potestad reglamentaria autónoma (Profundización 1),Dictar normas sobre materias no reservadas a la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es un Decreto Supremo? (Profundización 1),Orden escrita del Presidente firmada por él y el Ministro del ramo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Control de legalidad de decretos (Profundización 1),Toma de razón por la Contraloría General de la República.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es la potestad reglamentaria? (Profundización 2),Facultad administrativa para dictar normas de cumplimiento de leyes.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Potestad reglamentaria autónoma (Profundización 2),Dictar normas sobre materias no reservadas a la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es un Decreto Supremo? (Profundización 2),Orden escrita del Presidente firmada por él y el Ministro del ramo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Control de legalidad de decretos (Profundización 2),Toma de razón por la Contraloría General de la República.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es la potestad reglamentaria? (Profundización 3),Facultad administrativa para dictar normas de cumplimiento de leyes.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Potestad reglamentaria autónoma (Profundización 3),Dictar normas sobre materias no reservadas a la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es un Decreto Supremo? (Profundización 3),Orden escrita del Presidente firmada por él y el Ministro del ramo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Control de legalidad de decretos (Profundización 3),Toma de razón por la Contraloría General de la República.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es la potestad reglamentaria? (Profundización 4),Facultad administrativa para dictar normas de cumplimiento de leyes.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Potestad reglamentaria autónoma (Profundización 4),Dictar normas sobre materias no reservadas a la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es un Decreto Supremo? (Profundización 4),Orden escrita del Presidente firmada por él y el Ministro del ramo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Control de legalidad de decretos (Profundización 4),Toma de razón por la Contraloría General de la República.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es la potestad reglamentaria? (Profundización 5),Facultad administrativa para dictar normas de cumplimiento de leyes.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Potestad reglamentaria autónoma (Profundización 5),Dictar normas sobre materias no reservadas a la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es un Decreto Supremo? (Profundización 5),Orden escrita del Presidente firmada por él y el Ministro del ramo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Control de legalidad de decretos (Profundización 5),Toma de razón por la Contraloría General de la República.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es la potestad reglamentaria? (Profundización 6),Facultad administrativa para dictar normas de cumplimiento de leyes.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Potestad reglamentaria autónoma (Profundización 6),Dictar normas sobre materias no reservadas a la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es un Decreto Supremo? (Profundización 6),Orden escrita del Presidente firmada por él y el Ministro del ramo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Control de legalidad de decretos (Profundización 6),Toma de razón por la Contraloría General de la República.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es la potestad reglamentaria? (Profundización 7),Facultad administrativa para dictar normas de cumplimiento de leyes.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Potestad reglamentaria autónoma (Profundización 7),Dictar normas sobre materias no reservadas a la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es un Decreto Supremo? (Profundización 7),Orden escrita del Presidente firmada por él y el Ministro del ramo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Control de legalidad de decretos (Profundización 7),Toma de razón por la Contraloría General de la República.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es la potestad reglamentaria? (Profundización 8),Facultad administrativa para dictar normas de cumplimiento de leyes.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
Potestad reglamentaria autónoma (Profundización 8),Dictar normas sobre materias no reservadas a la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,INTERMEDIO
¿Qué es un Decreto Supremo? (Profundización 8),Orden escrita del Presidente firmada por él y el Ministro del ramo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,POTESTAD_REGLAMENTARIA,CIVIL,BASICO
¿Qué es un DFL?,Decreto con fuerza de ley delegado por el Congreso al Presidente.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
¿Qué es un Decreto Ley (DL)?,Norma con rango de ley dictada por Ejecutivo de facto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
Plazo para dictar DFL,Máximo un año según la ley delegatoria.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,INTERMEDIO
Materias prohibidas para DFL,"Nacionalidad, ciudadanía, elecciones y leyes orgánicas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,AVANZADO
¿Qué es un DFL? (Profundización 1),Decreto con fuerza de ley delegado por el Congreso al Presidente.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
¿Qué es un Decreto Ley (DL)? (Profundización 1),Norma con rango de ley dictada por Ejecutivo de facto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
Plazo para dictar DFL (Profundización 1),Máximo un año según la ley delegatoria.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,INTERMEDIO
Materias prohibidas para DFL (Profundización 1),"Nacionalidad, ciudadanía, elecciones y leyes orgánicas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,AVANZADO
¿Qué es un DFL? (Profundización 2),Decreto con fuerza de ley delegado por el Congreso al Presidente.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
¿Qué es un Decreto Ley (DL)? (Profundización 2),Norma con rango de ley dictada por Ejecutivo de facto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
Plazo para dictar DFL (Profundización 2),Máximo un año según la ley delegatoria.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,INTERMEDIO
Materias prohibidas para DFL (Profundización 2),"Nacionalidad, ciudadanía, elecciones y leyes orgánicas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,AVANZADO
¿Qué es un DFL? (Profundización 3),Decreto con fuerza de ley delegado por el Congreso al Presidente.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
¿Qué es un Decreto Ley (DL)? (Profundización 3),Norma con rango de ley dictada por Ejecutivo de facto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
Plazo para dictar DFL (Profundización 3),Máximo un año según la ley delegatoria.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,INTERMEDIO
Materias prohibidas para DFL (Profundización 3),"Nacionalidad, ciudadanía, elecciones y leyes orgánicas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,AVANZADO
¿Qué es un DFL? (Profundización 4),Decreto con fuerza de ley delegado por el Congreso al Presidente.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
¿Qué es un Decreto Ley (DL)? (Profundización 4),Norma con rango de ley dictada por Ejecutivo de facto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
Plazo para dictar DFL (Profundización 4),Máximo un año según la ley delegatoria.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,INTERMEDIO
Materias prohibidas para DFL (Profundización 4),"Nacionalidad, ciudadanía, elecciones y leyes orgánicas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,AVANZADO
¿Qué es un DFL? (Profundización 5),Decreto con fuerza de ley delegado por el Congreso al Presidente.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
¿Qué es un Decreto Ley (DL)? (Profundización 5),Norma con rango de ley dictada por Ejecutivo de facto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
Plazo para dictar DFL (Profundización 5),Máximo un año según la ley delegatoria.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,INTERMEDIO
Materias prohibidas para DFL (Profundización 5),"Nacionalidad, ciudadanía, elecciones y leyes orgánicas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,AVANZADO
¿Qué es un DFL? (Profundización 6),Decreto con fuerza de ley delegado por el Congreso al Presidente.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
¿Qué es un Decreto Ley (DL)? (Profundización 6),Norma con rango de ley dictada por Ejecutivo de facto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
Plazo para dictar DFL (Profundización 6),Máximo un año según la ley delegatoria.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,INTERMEDIO
Materias prohibidas para DFL (Profundización 6),"Nacionalidad, ciudadanía, elecciones y leyes orgánicas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,AVANZADO
¿Qué es un DFL? (Profundización 7),Decreto con fuerza de ley delegado por el Congreso al Presidente.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
¿Qué es un Decreto Ley (DL)? (Profundización 7),Norma con rango de ley dictada por Ejecutivo de facto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,DECRETOS_Y_DFL,CIVIL,BASICO
¿Qué es interpretar la ley?,Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC,Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento sistemático (Art. 22 CC),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva,Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es interpretar la ley? (Profundización 1),Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC) (Profundización 1),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC (Profundización 1),Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC) (Profundización 1),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC) (Profundización 1),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento sistemático (Art. 22 CC) (Profundización 1),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva (Profundización 1),Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es interpretar la ley? (Profundización 2),Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC) (Profundización 2),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC (Profundización 2),Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC) (Profundización 2),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC) (Profundización 2),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento sistemático (Art. 22 CC) (Profundización 2),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva (Profundización 2),Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es interpretar la ley? (Profundización 3),Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC) (Profundización 3),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC (Profundización 3),Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC) (Profundización 3),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC) (Profundización 3),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
