model,id,own_rama,target_rama,aplica,confidence,razon,source
mcq,cmn172yur0083p50zkzdgahqz,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"El art. 680 inc. 2 Nº 6 CPC remite a leyes civiles que ordenan tramitación sumaria. Requiere conocer instituciones civiles (interdictos, comodato, depósito) para resolver correctamente.",haiku_pass3
mcq,cmn3wjspi01nx310z47fd7qtb,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"La reposición es recurso procesal regulado en CPC (art. 181), pero su competencia y tramitación dependen de la estructura de tribunales y jerarquía establecida en COT. Ambas ramas se entrelazan sustan",haiku_pass2
mcq,cmnnwugfq02sc540zvmn50vg2,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"La apelación es procedimiento CPC, pero su estructura (tribunal a quo, ad quem, competencia) está regulada sustancialmente en COT. Ambas ramas son necesarias.",haiku_pass2
mcq,cmnnwtgt102a1540z5l0wh12l,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,Declinatoria es institución procesal que regula competencia de tribunales. COT define competencia y jurisdicción; CPC regula su ejercicio procesal. Ambas ramas sustancialmente aplican.,haiku_pass2
mcq,cmn172rb8004vp50zc3tgzfi6,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,false,high,Las tercerías son un instituto procesal regulado exclusivamente en CPC arts. 518-529. El CC no regula tercerías; solo CPC las tipifica como mecanismo de intervención en ejecución.,haiku_pass3
mcq,cmn1748xu00q4p50zf9pa6j7f,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"La notificación interrumpe la prescripción extintiva, relevante en ambas ramas.",openai
mcq,cmnnwwkm403ww540zra0t7d48,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"El estado civil y alimentos futuros son temas de ambos códigos, COT y CC.",openai
mcq,cmnnwwkny03wx540zegah7txd,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,El avenimiento es relevante en ambas ramas por su naturaleza como título ejecutivo.,openai
mcq,cmnnxdyek00pxr30zpki08opp,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,La transacción afecta tanto al CC como al CPC en el contexto de excepciones.,openai
mcq,cmnnwwr7b040g540zk8c7ndsu,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,La cuantía es relevante tanto en COT como en CPC para la fijación de competencias y recursos.,openai
mcq,cmnnwx6nb048u540z35xbfnzn,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"Posesión efectiva intestada es institución sustancial del CC (arts. 135-168). Su tramitación ante Registro Civil (Ley 19.903) es procedimiento que modifica competencia judicial, pero el derecho materi",haiku_pass2
mcq,cmnnwt102021k540zrky979wn,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"La notificación personal es relevante en ambos códigos, CPC y COT.",openai
trueFalse,cmn16ppue00udfp0z60j6b5lz,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,"La contestación de demanda es acto procesal (CPC art. 309). El efecto sustantivo del art. 907 CC depende del momento procesal específico, haciendo inseparable ambas ramas.",haiku_pass3
trueFalse,cmn3whasf00co310zreh9jx3f,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"La prescripción adquisitiva es relevante en ambas ramas, como acción y excepción.",openai
trueFalse,cmnnwym6a050b540z0qibe9h7,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"El embargo es un acto procesal que se regula en el CPC, por lo que aplica a ambas ramas.",openai
definicion,cmnnwya5u04tt540zxgkriwub,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"Arbitraje prohibido trata materias indisponibles (alimentos, estado civil, filiación) que son conceptos sustanciales del CC. La nulidad del compromiso arbitral sobre estas materias es aplicable en amb",haiku_pass2
definicion,cmn3wcjj0004nza0zcr0dvcwm,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,La prescripción adquisitiva es un tema que pertenece tanto al CC como al CPC.,openai
definicion,cmnnwszek020p540zmv999by3,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,Receptores judiciales y notificaciones son instituciones del COT (arts. 318-330). El art. 40 CPC remite a competencias y deberes de ministros de fe regulados en COT.,haiku_pass2
definicion,cmnnwxxey04n0540zy3w1dt2d,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"Tribunales de familia resuelven materias sustancialmente civiles (alimentos, divorcio, filiación, adopción, cuidado personal). CC regula estas instituciones; CPC es supletorio. Pertenece a ambas ramas",haiku_pass2
definicion,cmnnwvox903g1540zj5g1ylk1,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Los actos no contenciosos también son relevantes en el ámbito del Derecho Civil.,openai
definicion,cmnnxdug900nxr30zdk6yazl5,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,El secuestro tiene relevancia en CPC como medida cautelar en procesos civiles.,openai
definicion,cmnnwykcy04zc540zjnugjvda,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,El registro de propiedad y su efecto en la tradición son temas del CC.,openai
flashcard,cmnnwwmhr03xw540ztk9brs5y,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,El ejercicio aborda temas de jurisdicción y ejecución que son relevantes en CPC.,openai
flashcard,cmnnwwoac03yv540zslb1sso6,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"Conecta la jurisdicción con normas del CC, abarcando temas de Derecho Civil.",openai
flashcard,cmnnwz4sn05aa540z3tr8v409,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,La declinatoria es un tema que involucra tanto COT como CPC en su tramitación.,openai
flashcard,cmnnwyd6j04vg540za5fu3kpt,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"El arbitraje requiere COT: nombramiento de árbitro por tribunal ordinario (art. 222 COT), competencia del tribunal para conocer excepciones previas, y jurisdicción ordinaria en ejecución del laudo son",haiku_pass2
flashcard,cmnnwyyx30573540zd5lhh27s,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"La inhabilitación de peritos es relevante en ambos códigos, COT y CPC.",openai
flashcard,cmnnwyp0h051r540zsw19nlwp,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,Los auxiliares mencionados son relevantes en ambos COT y CPC.,openai
flashcard,cmnnwtghy029v540zkblzrm9g,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"Competencia y acumulación de autos son temas sustanciales del COT. COT regula jurisdicción, competencia, inhibitoria y declinatoria. CPC solo regula tramitación procesal de estos incidentes.",haiku_pass2
mcq,cmn172rki004yp50z3k24o4h0,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"Las tercerías implican derechos de propiedad y posesión, temas del Derecho Civil.",openai
trueFalse,cmn172t50005lp50zilxs7k29,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,La tercería de dominio tiene base en el CC y se relaciona con el CPC en su tramitación.,openai
flashcard,cmnnwyqws052s540zvcgnthsb,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,Los auxiliares mencionados también son relevantes en el contexto del CPC.,openai
mcq,cmnnwzft205g7540z0myk8ox4,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,El ejercicio menciona la garantía orgánica de imparcialidad del COT.,openai
trueFalse,cmn172sz8005kp50z5cwzavtr,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,false,high,"Las tercerías son institutos procesales puros del CPC. Aunque invocan conceptos civiles (dominio, posesión, pago), su regulación, naturaleza y función son exclusivamente procedimentales.",haiku_pass3
