model,id,rule,old_rama,old_libro,old_titulo,new_rama,new_titulo,esIntegrador,note
flashcard,cmnnwup7c02wx540zew6se6c7,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwup9702wy540zsocs9ce8,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmn3wh28l0086310zuln6dqq6,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmn3wh8ft00bf310zvhkabphb,R8,DERECHO_PROCESAL_CIVIL,CPC,LIBRO_II,DERECHO_PROCESAL_CIVIL,LIBRO_II,false,sin match — revisar manualmente
flashcard,cmnnwupct02x0540z3p0msuhi,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwupen02x1540zwqy17rah,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwupgf02x2540zp16wpiun,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwupi902x3540zsd8boiwr,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwurch02y3540zf20t7aha,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmn3wiunm0164310zwoj038ob,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmnnwutnf02zc540zya8jaqdb,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwutr202ze540zy58pj3p0,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmn3wk7sy01w1310z640e4u0k,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmnnwutsw02zf540z0clui5zh,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmn3wkn480248310zl0xjqzu2,R8,DERECHO_PROCESAL_CIVIL,CPC,LIBRO_I,DERECHO_PROCESAL_CIVIL,LIBRO_I,false,sin match — revisar manualmente
flashcard,cmnnwutup02zg540zxkancza2,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmn3wh7tu00b3310z5oz02ti7,R8,DERECHO_PROCESAL_CIVIL,CPC,LIBRO_II,DERECHO_PROCESAL_CIVIL,LIBRO_II,false,sin match — revisar manualmente
flashcard,cmn3wjx1p01q9310z2frlxk9j,R8,DERECHO_PROCESAL_CIVIL,CPC,LIBRO_III,DERECHO_PROCESAL_CIVIL,LIBRO_III,false,sin match — revisar manualmente
flashcard,cmn3wjxjx01qj310z7hhfhvk7,R8,DERECHO_PROCESAL_CIVIL,CPC,LIBRO_II,DERECHO_PROCESAL_CIVIL,LIBRO_II,false,sin match — revisar manualmente
flashcard,cmn3wi9z300v7310zfybartsz,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_I,DERECHO_CIVIL,LIBRO_I,false,sin match — revisar manualmente
flashcard,cmnnwutwi02zh540zl2usq1pt,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwutyh02zi540z79a78qyh,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmn3wjbmh01et310z2i2nkjqc,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_II,DERECHO_CIVIL,LIBRO_II,false,sin match — revisar manualmente
flashcard,cmnnwuu0902zj540ziy79d165,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmn3wjgi601hh310z7flchbwt,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_II,DERECHO_CIVIL,LIBRO_II,false,sin match — revisar manualmente
flashcard,cmn3wjh2s01hs310zxlrxjmy8,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_II,DERECHO_CIVIL,LIBRO_II,false,sin match — revisar manualmente
flashcard,cmnnwuu2202zk540zlpnhw6y9,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmn3wgxgx005m310zw8xay2hx,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmn3whdgh00e4310zybco0qce,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmn3whicc00gr310zl3mh96lr,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmn3whie500gs310zp18x415a,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmn3whto900me310zleepwkkd,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmn3wif5700xz310zk09wetdz,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmn3wiuuw0168310zgfeyj1ng,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmn3wivrp016q310zzmubon7s,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmn3wk7lk01vx310z9se9tp27,R8,DERECHO_CIVIL,CODIGO_CIVIL,LIBRO_IV,DERECHO_CIVIL,LIBRO_IV,false,sin match — revisar manualmente
flashcard,cmnnwuu3v02zl540z59jsw4im,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuu5s02zm540zelrqisk5,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuvsc030i540zzww4m3zg,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuvxs030l540zc4q8bvw6,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuvzl030m540z38m3ibj0,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuw1e030n540zo0aul4r3,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuw39030o540zi86he5ap,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuw53030p540zvd7hbbls,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuw6w030q540zscdvm95g,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuw8o030r540z8sdrvd4h,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuwcb030t540zgwnp7cbk,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwuyi2031v540zj8yvwyuk,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwuyys031z540zfbw50lrk,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwuyjz031w540zc4atmdpg,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvj0z03ct540zv5sj7b1g,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv0r2032y540zzs1gfxpk,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv0sv032z540zzm5f39l8,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv0uo0330540zfaqxks28,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv0wi0331540zk0go5js0,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwzd7k05et540z3065gd39,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
flashcard,cmnnwzd9g05eu540z2ombzzb4,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
flashcard,cmnnwzdb905ev540z1a366fhw,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
flashcard,cmnnwzdev05ex540zzz03ch3m,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
flashcard,cmnnwv0ye0332540zmkr0mrc4,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv1080333540z0kh4s67o,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv1210334540zug7a4ekv,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv13w0335540zft4smjig,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv15p0336540zsy2uqj2e,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv17k0337540zm7mkv4yp,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv19f0338540zwi0xcxkf,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv1b80339540zn8vcscbe,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv30h0346540zar872jbx,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv32r0347540z9oj1yi0c,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv34l0348540zwuztaw0z,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv36e0349540zfz8k63tg,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv38d034a540z3u80x6ju,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv3a6034b540zq1yucf1d,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv3cg034c540z99i0v4k2,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv3e9034d540z3k9lvjd5,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv3g2034e540zf5h4cqth,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv3hx034f540z2jl74ixy,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv3ko034g540z24jhhkiy,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv3mo034h540z3jjavdct,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv5b7035e540zi7qsi88w,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv5d1035f540zdmht55vy,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv5ii035i540z78leii8w,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv5m4035k540zy7eejru0,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv5nx035l540zm2xgxo86,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv5pq035m540z8x3f69fj,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwtzn102jh540z7qgt801r,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwupb002wz540zxgqrn3pw,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
flashcard,cmnnwv5rj035n540z2b0l3qwz,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv5tb035o540zjckf3n9t,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmn3zgqmz001oqk0zoyta0va1,R1,DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,DERECHO_PROCESAL_CIVIL,JURISPRUDENCIA,true,Integrador
flashcard,cmnnwv5v4035p540z0zi8bifv,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv7k7036m540z2nx65ksl,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv7pl036p540z8yccek5m,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv7lz036n540zu6kjte8e,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv7ns036o540z7tqx07mv,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv7rf036q540zjkhd3g2c,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv7tc036r540zowagjey9,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv7wz036t540ztvfxiq6w,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv80n036v540zdyxo13ct,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv9tl037u540zx85r848c,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv9x8037w540zldogrr2y,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv9zn037x540zgw71tbux,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwva1j037y540zi3v43zch,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwva540380540zgcipcpgf,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwva6x0381540z3ap0r312,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwva8p0382540zasftqljk,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvaaj0383540zloby7xbr,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv849036x540zwystj9dg,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwv9vd037v540znpfhwlvn,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwva3b037z540zfdzf5qij,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvae70385540zvlzn6y4u,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvc2o0392540ze9kff1mi,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvc4h0393540zdw6g00i2,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvc6c0394540zc858we4o,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvc9y0396540zqjp7p5oj,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvcbr0397540zdlkpp1rq,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvcdl0398540zldkbbv4k,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
flashcard,cmnnwvcfe0399540ztgcxlhns,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
