modelo,id,content_preview,titulo_actual,parrafo_actual,titulo_nuevo,parrafo_nuevo,motivo
FillBlank,cmn3wcd8f0014za0zwdjxf9ho,,LII_T2,,L17336_T1,L17336_T1_P1,"Define qué es una obra literaria y artística, estableciendo la naturaleza y objeto de la protección de la Ley 17.336."
FillBlank,cmn3wcdff0018za0zhuy4mbt2,,LII_T2,,L17336_T1,L17336_T1_P1,"Define qué es una obra literaria y artística, elementos constitutivos de la protección por derecho de autor."
FillBlank,cmn3wcdkq001bza0zo9v54svm,,LIV_T25,LIV_T25_P1,L17336_T1,L17336_T1_P5,"Trata sobre el derecho patrimonial del autor de reproducir, comunicar públicamente y distribuir la obra (derechos económicos)."
FillBlank,cmn3wcdh90019za0z40xkp5le,,LIV_T35,,L17336_T1,L17336_T1_P5,Se refiere al derecho patrimonial de reproducción y comunicación pública de obras protegidas por derechos de autor.
FillBlank,cmn3wcdpz001eza0zh6gopca1,,LIV_T35,,L17336_T4,,PARSE_ERROR: No puedo clasificar el ejercicio porque el contenido que debería analizar no apa
ErrorIdentification,cmn3wgovp0010310zqiniaa5t,,LIV_T25,LIV_T25_P3,L17336_T1,L17336_T1_P1,Define qué es una obra literaria y establece su naturaleza como objeto protegible por la ley de propiedad intelectual.
ErrorIdentification,cmn3wgotw000z310zr3jlwq7u,,LIV_T25,,L17336_T1,L17336_T1_P1,"Define qué es una obra literaria y artística, objeto de protección de la ley (Arts. 1–7)."
ErrorIdentification,cmn3wgomh000v310z6pf1jws9,,LIV_T42,,L17336_T4,,"PARSE_ERROR: No veo contenido en el ejercicio que me proporcionaste. El campo ""Contenido del "
OrderSequence,cmn3wceeh001qza0zukm2wjrw,[titulo] Notice and takedown: flujo de respuesta,LI_T32,,L17336_T3,,Notice and takedown es un mecanismo de excepción y limitación al derecho de autor regulado en el Título III (Arts. 71A–71S).
OrderSequence,cmn3wceb1001oza0zfq0dh07i,[titulo] Opciones ante contenido basado en obra ajena,LIV_T3,,L17336_T3,,"Excepciones al derecho de autor que regulan el uso de obras ajenas, incluyendo límites y opciones permitidas por la ley."
OrderSequence,cmn3wceg8001rza0z652yd23u,[titulo] Excepciones al derecho de autor en la Ley 17.336,TITULO_III,,L17336_T3,,"El contenido trata sobre excepciones al derecho de autor, que corresponden al Título III (Arts. 71A–71S) de la Ley 17.336."
MatchColumns,cmn3wce4v001lza0zg47xfsau,[titulo] Licencia vs. cesión de derechos,LIV_T25,,L17336_T1,L17336_T1_P5,"La licencia y cesión de derechos son modalidades de ejercicio y disposición del derecho patrimonial del autor, reguladas en el §V sobre Derecho patrimonial, ejercicio y limitaciones."
MatchColumns,cmn3wce34001kza0z61a9lbf3,[titulo] Excepciones al derecho de autor,LIV_T3,,L17336_T3,,Excepciones al derecho de autor corresponden al Título III (Arts. 71A–71S) que regula específicamente las limitaciones y excepciones al derecho patrimonial.
CasoPractico,cmn5gmco0000x5m0z9q7kynup,[titulo] Derecho de cita vs. obra derivada [hechos] Un estudiante escribe un ensayo para El Diario sobre prescripción adquisitiva. En su ensayo: (a) cita un párrafo de 3 líneas del tratado del Prof. A,LIV_T42,LIV_T42_P2,L17336_T3,,"El ejercicio trata sobre excepciones al derecho de autor (cita lícita vs. reproducción no autorizada vs. paráfrasis), materia regulada en el Título III (Arts. 71A–71S)."
DictadoJuridico,cmn3wccgj000pza0z1a1wqd92,"[titulo] Art. 14 N°1 Ley 17.336 — Derecho de paternidad [textoCompleto] El autor, como titular de derechos morales, tiene de por vida el derecho de reivindicar la paternidad de su obra, asociando a la",LI_T7,,L17336_T1,L17336_T1_P4,Derecho moral de paternidad: reivindicación de la autoría y asociación del nombre del autor a la obra (Art. 14 N°1).
DictadoJuridico,cmn3wgo7r000n310znguhed0e,"[titulo] Art. 1 Ley 17.336 — Objeto de protección [textoCompleto] La presente ley protege los derechos que, por el solo hecho de la creación de la obra, adquieren los autores de obras de la inteligenc",LIII_T1,,L17336_T1,L17336_T1_P1,"Art. 1 define el objeto de protección y qué obras están protegidas por la ley, elemento central de la Naturaleza y objeto de la protección."
DictadoJuridico,cmn3wccjz000rza0zprj8xpdx,[titulo] Art. 73 Ley 17.336 — Cesión de derechos [textoCompleto] La cesión del derecho de autor deberá hacerse por instrumento público o privado autorizado ante notario. La cesión total o parcial del ,LIV_T25,,L17336_T4,,"Art. 73 regula formalidades y requisitos de registro para la cesión de derechos de autor, materia propia de Disposiciones Generales y Registro (T.IV)."
DictadoJuridico,cmn3wgo9m000o310zm3h7xsmg,"[titulo] Art. 11 Ley 17.336 — Duración de los derechos patrimoniales [textoCompleto] La protección otorgada por la presente ley dura por toda la vida del autor y se extiende hasta por 70 años más, con",LIII_T1,,L17336_T1,L17336_T1_P3,"Art. 11 trata sobre la duración de la protección (vida del autor + 70 años post mortem), materia propia del §III Duración de la protección (Arts. 10–12)."
Timeline,cmn3wcep0001wza0zzm64yqv3,[titulo] Evolución histórica del derecho de autor,MENSAJE_BELLO,,L17336_T1,L17336_T1_P1,"La evolución histórica del derecho de autor corresponde a naturaleza, objeto de protección y definiciones fundamentales de la ley."
