model,id,rule,titulo,new_parrafo,note
flashcard,cmn16ptjb00vrfp0zeov6jnyl,P1,LIII_T1,,titulo sin párrafos
flashcard,cmn16q1o800z2fp0zkp09msiq,P5,LIII_T4,,2 matches — ambiguo
flashcard,cmn16q8nb011ufp0z3pac5dq5,P5,LIII_T5,,0 matches — ambiguo
flashcard,cmn16q8p3011vfp0zwc08mk2g,P3,LIII_T5,LIII_T5_P3,"override: ""mejoras"""
flashcard,cmn16qa2k012gfp0zijf4zpjm,P4,LIII_T5,LIII_T5_P2,keyword match
flashcard,cmn16qgbz014ufp0zqgujcfz0,P3,LIII_T10,LIII_T10_P2,"override: ""juez partidor"""
flashcard,cmn16qh540158fp0ztxpahqms,P1,LIII_T13,,titulo sin párrafos
flashcard,cmn16qo6o017zfp0zx18qg83b,P1,LIV_T3,,titulo sin párrafos
flashcard,cmn16qw3y01bbfp0znnb9kb0b,P1,LIV_T19,,titulo sin párrafos
flashcard,cmn16r2lk01e2fp0z54skovpa,P5,LIV_T23,,9 matches — ambiguo
flashcard,cmn16r9fa01gufp0z7wkjcbk2,P4,LIV_T26,LIV_T26_P4,dominant keyword (2 vs 1)
flashcard,cmn16rh2n01jmfp0zstwj3hzi,P5,LIV_T36,,5 matches — ambiguo
flashcard,cmn174dii00rwp50zwaylmfif,P4,CPC_LII_T11,CPC_LII_T11_P8,keyword match
flashcard,cmn16riki01k8fp0zhg6cnbk7,P1,LIV_T37,,titulo sin párrafos
flashcard,cmn16roue01n0fp0zpc7n477w,P1,LIV_T35,,titulo sin párrafos
flashcard,cmn172i080015p50zjunpqfsd,P3,CPC_LIII_T1,CPC_LIII_T1_P1,"override: ""mandamiento de ejecución"""
flashcard,cmn172p6z003xp50zryehdq2b,P4,CPC_LIII_T1,CPC_LIII_T1_P2,keyword match
flashcard,cmn172pn80044p50zsyzpm5f0,P3,CPC_LIII_T1,CPC_LIII_T1_P2,"override: ""remate"""
flashcard,cmn172vod006qp50zxtuif69o,P1,CPC_LIII_T11,,titulo sin párrafos
flashcard,cmn172x4y007cp50zy26ir7a4,P5,CPC_LIII_T6,,2 matches — ambiguo
flashcard,cmn1734im00a4p50zl27ydxw3,P1,CPC_LIV_T1,,titulo sin párrafos
flashcard,cmn1734nw00a7p50zt5micssa,P1,CPC_LIV_T1,,titulo sin párrafos
flashcard,cmn173c3t00cwp50zjnubr1z6,P1,CPC_LI_T3,,titulo sin párrafos
flashcard,cmn173ccj00d1p50zxig3r118,P1,CPC_LI_T3,,titulo sin párrafos
flashcard,cmn173kqy00g1p50z693gj9vq,P1,CPC_LI_T6,,titulo sin párrafos
flashcard,cmn173l8y00g9p50zt00s5a36,P1,CPC_LI_T6,,titulo sin párrafos
flashcard,cmn173qvt00ipp50zjedhvayw,P1,CPC_LI_T17,,titulo sin párrafos
flashcard,cmn173ro300j1p50z5d5yy4m3,P1,CPC_LI_T17,,titulo sin párrafos
flashcard,cmn173yct00ltp50zit2zzsl4,P1,CPC_LI_T9,,titulo sin párrafos
flashcard,cmn173zo100mdp50zjs5qpceo,P1,CPC_LI_T15,,titulo sin párrafos
flashcard,cmn173zta00mgp50za1c6m1fr,P1,CPC_LI_T10,,titulo sin párrafos
flashcard,cmn17469400p5p50z7xme35w5,P1,CPC_LII_T7,,titulo sin párrafos
flashcard,cmnnws4gj01k5540z4cmzmsiy,P5,MENSAJE_BELLO,,4 matches — ambiguo
flashcard,cmnnwpd8f0031540z3lcqyx2y,P3,LI_T6,LI_T6_P2,"override: ""bienes familiares"""
flashcard,cmn17dl99006vy40zlbqzn2ay,P1,COT_T3,,titulo sin párrafos
flashcard,cmnnwpd6l0030540zrr6d8o43,P3,LI_T6,LI_T6_P2,"override: ""bien familiar"""
flashcard,cmn174k1g00upp50zo52rmp7u,P3,CPC_LII_T11,CPC_LII_T11_P2,"override: ""instrumento público"""
flashcard,cmn174m0900vbp50z1m4ox22w,P3,CPC_LII_T11,CPC_LII_T11_P2,"override: ""instrumento público"""
flashcard,cmn174roe00xop50z64adjrqk,P1,CPC_LIII_T17,,titulo sin párrafos
flashcard,cmn174squ00y3p50zb5hlelyk,P4,CPC_LIII_T19,CPC_LIII_T19_P2,keyword match
flashcard,cmn174szj00y8p50zfei6t41m,P4,CPC_LIII_T19,CPC_LIII_T19_P2,keyword match
flashcard,cmn17d6zo0014y40zgvf550dr,P1,COT_T1,,titulo sin párrafos
flashcard,cmn17dkp4006my40zs9sp6aw4,P1,COT_T3,,titulo sin párrafos
flashcard,cmn17ds6p009ny40z83wctkft,P4,COT_T7,COT_T7_P3,dominant keyword (2 vs 1)
flashcard,cmn17dt7100a1y40zijdhz9fs,P5,COT_T7,,6 matches — ambiguo
flashcard,cmn17dz3p00cfy40z02p5cgkk,P4,COT_T7,COT_T7_P10,keyword match
flashcard,cmn17dzbl00chy40zvaabsrl5,P5,COT_T7,,6 matches — ambiguo
flashcard,cmn17e65600f7y40zp3yhryvp,P3,COT_T11,COT_T11_P3,"override: ""relator"""
flashcard,cmnnwpfxb004h540zwnk9ynb7,P4,LI_T6,LI_T6_P3,dominant keyword (3 vs 1)
flashcard,cmnnwpfz7004i540zvsnqg63s,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwpg11004j540zwxzoeinx,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwpg2t004k540za2taoix8,P4,LI_T6,LI_T6_P3,keyword match
flashcard,cmnnwpg4n004l540zzyo7equl,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwpg6i004m540z80cfxekx,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwpg8b004n540zpmu66qub,P4,LI_T6,LI_T6_P3,keyword match
flashcard,cmnnwpga4004o540zb130vz58,P4,LI_T6,LI_T6_P4,dominant keyword (2 vs 1)
flashcard,cmnnwpgsq004y540zzhxzuvmi,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwstbz01xf540z5nbog5ca,P1,CPC_LI_T2,,titulo sin párrafos
flashcard,cmnnwpgdq004q540z4ixjrcwb,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwpgfl004r540zf217avnu,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwpgl2004u540zuzppu2q5,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwpgn7004v540z3ylbonhz,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwpgp4004w540zy8tci9z0,P5,LI_T6,,3 matches — ambiguo
flashcard,cmnnwpgqx004x540zi5seznot,P4,LI_T6,LI_T6_P3,keyword match
flashcard,cmnnwpgum004z540z1zsx9f86,P3,LI_T6,LI_T6_P5,"override: ""separación judicial"""
flashcard,cmnnwpj3s0067540z011vf9r1,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpj5m0068540z8hzmkahz,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpj7g0069540zf826ys5l,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpj99006a540z3yv61sq1,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpjb2006b540zyy8ky43z,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpjcv006c540zlixg121c,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpjer006d540z0j3swff6,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpjgl006e540zunavn9m4,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpjie006f540z5ve3vu8v,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpjkq006g540zq5hyxno5,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpjmj006h540zjh4m8jst,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpl60007b540z6bypgidh,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpl7t007c540ze13w40qc,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpl9m007d540z3szo0sss,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwsthg01xi540zv9ryq54c,P1,CPC_LI_T2,,titulo sin párrafos
flashcard,cmnnwpldc007f540ztr8fvdfi,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwplf6007g540zfyyk7cl1,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwplgy007h540zokl9kgdp,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwplir007i540zawv941ti,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwplkl007j540zuhnb26rx,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwplmf007k540ztk8sb9x7,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwplo8007l540zj7f7aiir,P1,LI_T21,,titulo sin párrafos
flashcard,cmnnwpn5m008e540zqptj95gm,P4,LI_T30,LI_T30_P3,dominant keyword (2 vs 1)
flashcard,cmnnwpn98008g540zzgy0et4q,P5,LI_T30,,0 matches — ambiguo
flashcard,cmnnwpnb1008h540zrhb24k9f,P5,LI_T30,,2 matches — ambiguo
flashcard,cmnnwpncu008i540zyjo23cl1,P5,LI_T30,,2 matches — ambiguo
flashcard,cmnnwpneq008j540zlwng15kf,P5,LI_T30,,0 matches — ambiguo
flashcard,cmnnwpngl008k540zmwl5ysmz,P5,LI_T30,,0 matches — ambiguo
flashcard,cmnnwpnip008l540zo3h0daw1,P5,LI_T30,,0 matches — ambiguo
flashcard,cmnnwpnmb008n540z32o6rj0a,P5,LI_T30,,0 matches — ambiguo
flashcard,cmnnwpno4008o540zkt4sleh0,P5,LI_T30,,0 matches — ambiguo
flashcard,cmnnwpnpy008p540z23b3mtwt,P5,LI_T30,,2 matches — ambiguo
flashcard,cmnnwppjz009o540zkzcuaf62,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwpplr009p540zzqgde16e,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwppnk009q540zr49bzvgl,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwpppb009r540zikwbb24s,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwppxc009s540z9xh718y6,P1,LI_T23,,titulo sin párrafos
flashcard,cmnnwppz6009t540z1ddg3vqy,P1,LI_T23,,titulo sin párrafos
flashcard,cmnnwpq0y009u540z9d1cxgrx,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwpq2s009v540zntz3jt7h,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwpq4l009w540z0k491oj2,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwpq6e009x540zfmvl10nl,P1,LI_T23,,titulo sin párrafos
flashcard,cmnnwpq8d009y540zkmokin6q,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwstj901xj540z7rz0vj54,P1,CPC_LI_T2,,titulo sin párrafos
flashcard,cmnnwpqc100a0540z8l6itasr,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwpqdu00a1540zwz6yogpr,P1,LI_T22,,titulo sin párrafos
flashcard,cmnnwpqfn00a2540ze5k5u15s,P1,LI_T23,,titulo sin párrafos
flashcard,cmnnwpsfn00b5540zmjxykp6b,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpshg00b6540zrl4fbkp7,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpsj900b7540z4bvqjrak,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpsl200b8540zxctube9t,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpsmw00b9540zcs3hliri,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpsoq00ba540zjmp8ap4c,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpsqi00bb540z8xndyqdc,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpssc00bc540zk38stao4,P1,LI_T24,,titulo sin párrafos
flashcard,cmn16nrge001cfp0zrfqyytmz,P1,TP_1,,titulo sin párrafos
flashcard,cmnnwpsvy00be540zgkwcgt9h,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpsxt00bf540z39fj1noo,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpszm00bg540zdejdupno,P1,LI_T24,,titulo sin párrafos
flashcard,cmnnwpunv00cd540zxszmk5xs,P1,LI_T16,,titulo sin párrafos
flashcard,cmnnwpupp00ce540z4rgr9zfj,P1,LI_T16,,titulo sin párrafos
flashcard,cmnnwpurj00cf540z68851eex,P1,LI_T16,,titulo sin párrafos
flashcard,cmnnwputg00cg540z95yv4jti,P1,LI_T20,,titulo sin párrafos
flashcard,cmnnwpuvb00ch540ztly1iipi,P1,LI_T20,,titulo sin párrafos
flashcard,cmnnwpux500ci540zbh33k3kl,P1,LI_T20,,titulo sin párrafos
flashcard,cmnnwpuz100cj540z1mgdc4ej,P1,LI_T20,,titulo sin párrafos
flashcard,cmnnwpv0w00ck540zikxpkihf,P1,LI_T20,,titulo sin párrafos
flashcard,cmnnwpv2p00cl540zindjq2cu,P1,LI_T20,,titulo sin párrafos
flashcard,cmnnwpv4j00cm540zbwhmyroc,P1,LI_T20,,titulo sin párrafos
flashcard,cmnnwpv6d00cn540zg0ogiwvb,P1,LI_T20,,titulo sin párrafos
flashcard,cmnnwpx1700dn540zvg66tnff,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpx3000do540zq7z7axxx,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpx4s00dp540z7elh7ps3,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpx6l00dq540zmcye8ics,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpx8e00dr540zjd0pxzg7,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpxa900ds540zyw7pf820,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpxc300dt540zq4t5bbav,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpxek00du540zjhkb0nxw,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpxgf00dv540zvpt6xsuw,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpxi900dw540z26o2ox0w,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpxk200dx540zendy99tl,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpxlv00dy540zslx9auh4,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpxnp00dz540zkxd8gcfc,P1,LI_T27,,titulo sin párrafos
flashcard,cmnnwpxpl00e0540zi4efej61,P1,LI_T27,,titulo sin párrafos
flashcard,cmn3wi4ay00s4310ztljoumve,P1,LIV_T35,,titulo sin párrafos
flashcard,cmn3wi4cu00s5310zr0g7waqm,P1,LIV_T35,,titulo sin párrafos
flashcard,cmnnwstl201xk540z1goy83ya,P1,CPC_LI_T2,,titulo sin párrafos
flashcard,cmnnwpzkr00f0540zc9j69phk,P1,LI_T28,,titulo sin párrafos
flashcard,cmnnwpzmk00f1540zl6vp1oyr,P1,LI_T28,,titulo sin párrafos
flashcard,cmnnwpzod00f2540zrzbezcyb,P1,LI_T28,,titulo sin párrafos
flashcard,cmnnwpzq600f3540zwoudqvpw,P1,LI_T29,,titulo sin párrafos
flashcard,cmnnwpzs500f4540zu2erp0t2,P1,LI_T29,,titulo sin párrafos
flashcard,cmnnwpzty00f5540zbm4ph2mh,P1,LI_T29,,titulo sin párrafos
flashcard,cmnnwpzvs00f6540zxyha0vox,P1,LI_T28,,titulo sin párrafos
flashcard,cmnnwpzxm00f7540zmm66yc86,P1,LI_T29,,titulo sin párrafos
flashcard,cmnnwpzzf00f8540zify00hem,P1,LI_T29,,titulo sin párrafos
flashcard,cmnnwq01800f9540zlmygyuk2,P1,LI_T29,,titulo sin párrafos
flashcard,cmnnwq21800ga540zu4lzvto7,P1,LI_T31,,titulo sin párrafos
flashcard,cmnnwq23000gb540z2cw8flx6,P1,LI_T31,,titulo sin párrafos
flashcard,cmnnwq24w00gc540zpwzi3fh8,P1,LI_T31,,titulo sin párrafos
flashcard,cmnnwq26p00gd540zl5978b87,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq28h00ge540zn4hlw7la,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq2ad00gf540z5dqatiq8,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq2c800gg540zndys7omp,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq2e100gh540zq4fqdjc7,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq2fu00gi540zi8rxdv6r,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq2hm00gj540zp86ulq4r,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq2ji00gk540zm3k38nk7,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq2le00gl540zq3h53wzp,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq2n600gm540znxxqp104,P1,LI_T32,,titulo sin párrafos
flashcard,cmnnwq50s00hw540z4lfmbxgu,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq4th00hs540zv8g4dco0,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq4vc00ht540ze5lxw8kh,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq4x600hu540z7q43e1t8,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq4yz00hv540zzhg5l07n,P3,LIII_T6,LIII_T6_P1,"override: ""revocar el testamento"""
flashcard,cmnnwq52n00hx540zhzdijrnm,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq54i00hy540zctsfz6wq,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq56b00hz540zmod06963,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq58900i0540zqmc2oqyt,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq5ao00i1540z38uwiau2,P3,LIII_T6,LIII_T6_P1,"override: ""revocación del testamento"""
flashcard,cmnnwq5ch00i2540zih7dob8l,P3,LIII_T6,LIII_T6_P1,"override: ""revocar el testamento"""
flashcard,cmnnwq5ea00i3540zybowi2mb,P3,LIII_T6,LIII_T6_P1,"override: ""revocación del testamento"""
flashcard,cmnnwq73x00j0540znqob2uiu,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq75q00j1540z9hrcr039,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq79i00j3540zzuw8uz58,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq7bm00j4540z58sbjpj1,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq7df00j5540z8hguu5vh,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq7f800j6540zel8oco8w,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq7h200j7540zixxj5olt,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq7iv00j8540zikypoy3r,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq7ks00j9540zhf4sdvgl,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq7ml00ja540zompzc40t,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq7of00jb540z0wukwmuq,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq9d000k8540zbwv5n99f,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq9et00k9540zr2nuulvi,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq9kb00kc540zt771ld4z,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq9m400kd540z4pinsee1,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq9nz00ke540za5gotxtg,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq9py00kf540zqotjpe8f,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq9rs00kg540zj85agyjw,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq9tm00kh540zy9mtj9rg,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwq9vh00ki540ztz1rvmr5,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwq9xd00kj540zaisd1e79,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwqbmw00lg540z30dv056b,P3,LIII_T6,LIII_T6_P1,"override: ""revocación del testamento"""
flashcard,cmnnwqbor00lh540zj2lpubcb,P4,LIII_T6,LIII_T6_P1,keyword match
flashcard,cmnnwqbql00li540z6y1owd5h,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwqbsf00lj540zrjvued8e,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwqbu700lk540z1gxaayv8,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqbxu00lm540z0d4m27bv,P5,LIII_T6,,0 matches — ambiguo
flashcard,cmnnwqbzp00ln540zw30p2ibq,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwqc3b00lp540zysmmqwfo,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqc5500lq540zqkxjupro,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqc7k00lr540z84unaizt,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
flashcard,cmnnwqdy200mp540z4whwgyx9,P3,LIII_T6,LIII_T6_P2,"override: ""reforma del testamento"""
flashcard,cmnnwqdzu00mq540zosrr024y,P3,LIII_T6,LIII_T6_P2,"override: ""reforma del testamento"""
flashcard,cmnnxdkhs00isr30zb29f2y1c,P3,LIV_T22A,LIV_T22A_P4,"override: ""crédito de participación"""
flashcard,cmnnwqe1o00mr540z9d1wmjik,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqe5a00mt540zpvlsfjqb,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwqe7400mu540z1xupfi7n,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwqe8w00mv540z8f7yd7nj,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqear00mw540z6tx1cosm,P5,LIII_T6,,0 matches — ambiguo
flashcard,cmnnwqeco00mx540zzjsejod1,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqeeh00my540zfh0jhwu6,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwqegb00mz540ztzic8033,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqei400n0540zeexra38t,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwqg7200nx540ztfwzgfds,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqg8x00ny540zj11itp0g,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwqgaq00nz540zcq1k9dsm,P5,LIII_T6,,0 matches — ambiguo
flashcard,cmnnwqgcj00o0540zm68b66lw,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqgec00o1540za2ef3zvi,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqixd00p7540zup0vgpwd,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqgiy00o3540z51i1oret,P5,LIII_T6,,0 matches — ambiguo
flashcard,cmnnwqgml00o5540zpmofuo73,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwqgoe00o6540zp9akk1ge,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqgq700o7540z88kep8yw,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqgs100o8540zfhs6vdi7,P5,LIII_T6,,0 matches — ambiguo
flashcard,cmnnwqivk00p6540zbm40ugwe,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwqizb00p8540z1tl9pqbg,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwqj1500p9540zx5lu5b15,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwrlt601a6540zxtwvwmr8,P1,LIII_T9,,titulo sin párrafos
flashcard,cmnnwqj4r00pb540zqz8zkf2k,P5,LIII_T6,,0 matches — ambiguo
flashcard,cmnnwqj6j00pc540zuu06gnb4,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqj8c00pd540zb4n3x3nt,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqja700pe540znvhpu608,P5,LIII_T6,,0 matches — ambiguo
flashcard,cmnnwqjc000pf540z8m8yuw65,P5,LIII_T6,,0 matches — ambiguo
flashcard,cmnnwrjpq0191540zdopwu6jy,P1,LIII_T8,,titulo sin párrafos
flashcard,cmn174dr200ryp50zifcuspul,P5,CPC_LII_T11,,2 matches — ambiguo
flashcard,cmnnwrjrk0192540z0yxwsf1l,P1,LIII_T8,,titulo sin párrafos
flashcard,cmnnwrjtc0193540zdzrwoucw,P1,LIII_T8,,titulo sin párrafos
flashcard,cmnnwrjv60194540zvcqqrwur,P1,LIII_T8,,titulo sin párrafos
flashcard,cmnnwrlk301a1540zri131d0r,P1,LIII_T9,,titulo sin párrafos
flashcard,cmnnwrllv01a2540z4eag29ed,P1,LIII_T9,,titulo sin párrafos
flashcard,cmnnwrlno01a3540z3ldwtnrl,P1,LIII_T9,,titulo sin párrafos
flashcard,cmnnwrlph01a4540zdc1ln92h,P1,LIII_T9,,titulo sin párrafos
flashcard,cmnnwql2i00qd540zm9uaq431,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwql6400qf540znpqa9plq,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwql8000qg540zxjlir4s0,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwql9t00qh540zaipbcq0f,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
flashcard,cmnnwqlbm00qi540zij44w5pi,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqldi00qj540zkkxpe41k,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqlfb00qk540zwhizg3ws,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqlh300ql540zeeshenq5,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqliw00qm540zfnu875id,P4,LIII_T6,LIII_T6_P2,keyword match
flashcard,cmnnwqlkp00qn540zn4cclitz,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqlmj00qo540zx6ard727,P5,LIII_T6,,2 matches — ambiguo
flashcard,cmnnwqncp00rm540zl3cc37w1,P6,LIII_T7,LIII_T7_P1,fallback a reglas generales
flashcard,cmnnwqnge00ro540zl1opd04y,P6,LIII_T7,LIII_T7_P1,fallback a reglas generales
flashcard,cmnnwqni600rp540zy8ti7iwo,P6,LIII_T7,LIII_T7_P1,fallback a reglas generales
flashcard,cmnnwqnk000rq540z631tncxl,P4,LIII_T7,LIII_T7_P4,keyword match
flashcard,cmnnwqnls00rr540z9iccrwdk,P4,LIII_T7,LIII_T7_P3,keyword match
flashcard,cmnnwqnnm00rs540zzdodurv2,P6,LIII_T7,LIII_T7_P1,fallback a reglas generales
flashcard,cmnnwqnpg00rt540zg0mxpl3z,P5,LIII_T7,,2 matches — ambiguo
flashcard,cmnnwqnr900ru540zd04pcgyg,P6,LIII_T7,LIII_T7_P1,fallback a reglas generales
flashcard,cmnnwqnt100rv540ziijd7enr,P4,LIII_T7,LIII_T7_P4,keyword match
