model,id,own_rama,own_hits,target_rama,target_hits,ratio,excerpt,civil_hits,procesal_hits,organico_hits
mcq,cmnnwwxt70441540zhan84l9e,DERECHO_ORGANICO,0,DERECHO_PROCESAL_CIVIL,3,0.00,Si un juicio completo se tramitó ante tribunal absolutamente incompetente: Se convalida por el tiempo TODO lo actuado es NULO desde el inicio. Debe rehacerse ante tribunal competente. Reclamable por i,0,3,0
trueFalse,cmn3wjzao01rh310zqdu47nee,DERECHO_PROCESAL_CIVIL,0,DERECHO_CIVIL,3,0.00,La acción reivindicatoria protege la posesión. Protege el DOMINIO (art. 889). Las acciones posesorias protegen la posesión.,3,0,0
trueFalse,cmnnwth9j02aa540z3cs9udpz,DERECHO_PROCESAL_CIVIL,0,DERECHO_ORGANICO,3,0.00,"La contienda de competencia se resuelve por el tribunal superior común a los tribunales en conflicto. Si dependen de la misma Corte de Apelaciones, ella resuelve. Si dependen de distintas Cortes, resu",0,0,3
trueFalse,cmnnwwtrz041u540zwr1pi24z,DERECHO_ORGANICO,0,DERECHO_CIVIL,3,0.00,"Los tribunales de familia conocen violencia intrafamiliar. VIF es materia de tribunal de familia (Ley 19.968). También conocen: matrimonio, filiación, adopción, alimentos, cuidado personal, guardas, p",3,0,0
trueFalse,cmno442y800d7os0zks3rrdzk,DERECHO_PROCESAL_CIVIL,0,DERECHO_CIVIL,3,0.00,"Declarado judicialmente, el derecho legal de retención produce los mismos efectos que la prenda o hipoteca para fines de prelación. Correcto. La declaración judicial transforma la retención de hecho e",3,0,0
trueFalse,cmnnwvqvv03h4540zlvvef2m6,DERECHO_PROCESAL_CIVIL,0,DERECHO_CIVIL,3,0.00,La muerte presunta y la posesión efectiva son ejemplos de actos no contenciosos. Ambos requieren intervención judicial sin conflicto: la muerte presunta declara fallecimiento sin contraparte; la poses,3,0,0
definicion,cmn3wdm6w00qnza0z29uli2b9,DERECHO_PROCESAL_CIVIL,0,DERECHO_CIVIL,3,0.00,"Excepciones perentorias Atacan el fondo. En la contestación. Pago, novación, remisión, compensación, prescripción.",3,0,0
definicion,cmnnwtfdu0299540zh4zmugzk,DERECHO_PROCESAL_CIVIL,0,DERECHO_ORGANICO,3,0.00,Vía inhibitoria (cuestión de competencia) Mecanismo para cuestionar la competencia presentándose ante el tribunal que se CREE COMPETENTE para que solicite al tribunal que está conociendo que se INHIBA,0,0,3
definicion,cmnnwwryp040v540z1wcyeam6,DERECHO_ORGANICO,0,DERECHO_CIVIL,3,0.00,"Tribunales de familia (Ley 19.968) Tribunal especial con la mayor variedad de materias: matrimonio (nulidad, separación, divorcio), filiación, adopción, alimentos, cuidado personal, guardas, VIF, prot",3,0,0
definicion,cmnnwyon8051k540z1vwd6t21,DERECHO_ORGANICO,0,DERECHO_PROCESAL_CIVIL,3,0.00,Auxiliares en juicio ejecutivo RECEPTOR: requerimiento de pago + embargo (indispensable). SECRETARIO: autoriza resoluciones. CONSERVADOR: inscribe prohibición si hay inmueble embargado. Sin receptor →,0,3,0
definicion,cmnnwyop3051l540zpfr1q8z8,DERECHO_ORGANICO,0,DERECHO_CIVIL,3,0.00,Cadena título-modo (notario+conservador) NOTARIO otorga escritura (título) → CONSERVADOR inscribe en Registro de Propiedad (modo/tradición) → comprador es DUEÑO. Si hay hipoteca → conservador inscribe,3,0,0
definicion,cmnnwziz305hv540z1w681i40,DERECHO_PROCESAL_CIVIL,0,DERECHO_ORGANICO,3,0.00,Protección multinivel de la competencia Sistema de garantías que protege la correcta determinación de la competencia: (1) declaración de incompetencia de oficio (competencia absoluta); (2) excepción d,0,0,3
flashcard,cmn3wgxf3005l310zhuv1alqa,DERECHO_CIVIL,1,DERECHO_PROCESAL_CIVIL,2,2.00,"¿Qué es la interrupción civil de la prescripción adquisitiva? Art. 2503 CC: se interrumpe civilmente por toda DEMANDA JUDICIAL del que se pretende verdadero dueño. No sirve: demanda no notificada, des",1,2,0
flashcard,cmn173ize00fnp50z8e86bzjg,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,"¿Qué es el receptor judicial? Ministro de fe encargado de practicar las notificaciones personales y por cédula, de efectuar embargos y remates, de recibir prueba testimonial fuera del tribunal y otras",0,1,2
flashcard,cmn172vq6006rp50z0fkrt7jl,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,"¿Cuándo procede el juicio sumario? 1) Cuando la acción requiere tramitación rápida por su naturaleza (art. 680 inc. 1 CPC), 2) En los casos expresamente enumerados en el art. 680 inc. 2 (depósito nece",2,1,0
flashcard,cmn3wh86m00ba310zl0a6i9v4,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,¿Qué diferencia hay entre prescripción como acción y como excepción? Como ACCIÓN: el poseedor DEMANDA para que se declare su dominio por prescripción adquisitiva. Como EXCEPCIÓN: el demandado SE DEFIE,2,1,0
flashcard,cmn3wjm7q01kh310zzic52dpy,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,¿Cuál es el plazo para interponer recurso de casación en el fondo? Art. 770 CPC: 15 DÍAS hábiles desde la notificación. Se interpone ante la Corte de Apelaciones (tribunal que dictó la sentencia). Con,0,1,2
flashcard,cmn172q1p004ap50zi6nf1gjp,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,¿Qué es la tercería de posesión? El tercero alega ser POSEEDOR del bien embargado. Se presume dueño por la posesión (art. 700 CC). Es más fácil de probar que la de dominio porque la posesión se presum,2,1,0
flashcard,cmn172qct004fp50zmlp8dt52,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,¿Cómo se tramitan las tercerías de prelación y pago? Como incidentes del juicio ejecutivo (art. 524 CPC): traslado 3 días + eventual prueba 8 días. Son más simples que las de dominio/posesión.,2,1,0
flashcard,cmn3wh2nb008d310zotirkpy7,DERECHO_CIVIL,1,DERECHO_PROCESAL_CIVIL,2,2.00,"¿Qué es la interrupción civil de la prescripción extintiva? Se produce por demanda judicial del acreedor (art. 2518 CC). Debe ser notificada. No sirve: demanda no notificada, desistimiento, abandono d",1,2,0
flashcard,cmn172wqf0075p50zckc5l4gt,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,"¿Cómo se tramitan los interdictos posesorios? Procedimiento sumario especial: demanda → audiencia (5° día) → prueba (8 días) → sentencia. No se discute dominio, solo posesión. El tribunal puede decret",2,1,0
flashcard,cmnnwtndq02dg540zcdzr6084,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,[GRAN INTEGRADOR] ¿Cuáles son las 3 distinciones que más reprueban en grado? 1) DESISTIMIENTO vs. ABANDONO: desistimiento extingue pretensión (cosa juzgada); abandono extingue solo procedimiento (pued,0,1,2
flashcard,cmnnwxnt904hu540zv5lop2w9,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,[CONEXIÓN] ¿Los juzgados de letras son los tribunales del CPC? SÍ: prácticamente todo el CPC estudiado (Bloques 5-8) se aplica ante juzgados de letras: 1) JUICIO ORDINARIO (Bloque 6): juzgado de letra,0,1,2
flashcard,cmnnwyj3y04yo540ztyp6roc7,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,"¿Los notarios son jueces? NO son jueces: son AUXILIARES. No juzgan controversias ni dictan sentencias. Son ministros de FE PÚBLICA que autorizan actos. Sin embargo, tienen JURISDICCIÓN VOLUNTARIA limi",0,1,2
flashcard,cmnnwzf0p05fs540z5qlrnsuz,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,¿Cómo condiciona la competencia absoluta del COT el procedimiento aplicable según el CPC? La competencia absoluta determina no solo QUÉ tribunal conoce sino CÓMO conoce. Si la cuantía es inferior a 10,1,1,2
flashcard,cmnnwtq6i02es540zohtip4bx,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,[CONEXIÓN] ¿Cómo se conectan las excepciones dilatorias con todo lo estudiado? Son el PUENTE entre Libro I y Libro II: 1) Se tramitan como INCIDENTES (T11: 3+8+resolución). 2) La de incompetencia es l,2,1,1
flashcard,cmnnwwhix03v8540zqtekow4u,DERECHO_ORGANICO,1,DERECHO_CIVIL,2,2.00,"¿Qué es la jurisdicción no contenciosa (voluntaria)? Es el ejercicio de la jurisdicción cuando NO existe conflicto entre partes. El tribunal interviene porque la ley lo exige, no porque haya litigio. ",2,0,1
flashcard,cmnnwwk7403wo540zlpk7uqmv,DERECHO_ORGANICO,1,DERECHO_PROCESAL_CIVIL,2,2.00,"[CONEXIÓN] ¿Cómo se conectan los equivalentes con el CPC y el CC? 1) CONCILIACIÓN → art. 262 CPC, trámite esencial en ordinario (Bloque 6) y sumario (35A). Su omisión es causal de casación (33A). 2) A",1,2,1
flashcard,cmnnwwk8z03wp540zz6xl5q1c,DERECHO_ORGANICO,1,DERECHO_CIVIL,2,2.00,"¿Los equivalentes jurisdiccionales pueden usarse en todo tipo de conflictos? NO: solo en conflictos sobre derechos DISPONIBLES. No proceden para: 1) ESTADO CIVIL (filiación, matrimonio): solo el tribu",2,0,1
flashcard,cmnnwyas704u5540zzdvwdtc0,DERECHO_ORGANICO,1,DERECHO_CIVIL,2,2.00,¿Cuáles son las principales materias de arbitraje PROHIBIDO? Materias que NUNCA van a arbitraje: 1) Causas PENALES (el ius puniendi es del Estado). 2) Causas de ALIMENTOS (derecho indisponible del ali,2,0,1
flashcard,cmn3wkcha01yk310zbh9kk4db,DERECHO_CIVIL,1,DERECHO_PROCESAL_CIVIL,2,2.00,¿Cómo integra el abandono del procedimiento con la prescripción? 1) Abandono (art. 152): 6 meses sin gestión útil. Extingue PROCEDIMIENTO pero no pretensión. 2) Prescripción extintiva (art. 2515): 5 a,1,2,0
flashcard,cmnnwt0650214540zqc2wmx8z,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,¿Quién practica la notificación personal en persona? La practica un ministro de fe: 1) El RECEPTOR JUDICIAL: funcionario auxiliar de la administración de justicia cuya función específica es practicar ,0,1,2
flashcard,cmno43pjc006gos0z0zn850ug,DERECHO_ORGANICO,1,DERECHO_PROCESAL_CIVIL,2,2.00,¿Cuál es la competencia exclusiva de la Corte Suprema? Competencia exclusiva: (1) Recurso de casación en el fondo (art. 767 CPC): unifica la jurisprudencia. (2) Recurso de revisión (art. 810 CPC): con,0,2,1
flashcard,cmnnxdw7u00our30z5ag7myq0,DERECHO_CIVIL,1,DERECHO_PROCESAL_CIVIL,2,2.00,"¿Qué es el secuestro según el art. 2249 CC? Depósito de una cosa que se disputan dos o más personas, en manos de un tercero (secuestre) que debe restituirla al que obtenga resolución a su favor. Puede",1,2,0
flashcard,cmnnwyv7f0554540z3dkptb47,DERECHO_ORGANICO,1,DERECHO_PROCESAL_CIVIL,2,2.00,¿Qué es el ABANDONO de la recusación? Si la parte que recusó no prosigue el incidente dentro del plazo → se entiende ABANDONADA la recusación. El juez vuelve a conocer la causa. Es aplicación del ABAN,0,2,1
flashcard,cmnnxdwd800oxr30z0uzue5jv,DERECHO_CIVIL,1,DERECHO_PROCESAL_CIVIL,2,2.00,¿El depósito puede recaer sobre inmuebles? El depósito propiamente dicho: solo cosas corporales MUEBLES (art. 2215). El SECUESTRO: sí puede recaer sobre inmuebles (art. 2251). Esta es una diferencia c,1,2,0
flashcard,cmnnwyj2604yn540zkn23sn5q,DERECHO_ORGANICO,1,DERECHO_CIVIL,2,2.00,¿Por qué la compraventa de inmueble requiere escritura pública? Porque el Código Civil exige SOLEMNIDAD para ciertos actos: la compraventa de inmueble es SOLEMNE (art. 1801 inc. 2° CC). La solemnidad ,2,0,1
flashcard,cmnnwtiqp02b3540zhq4wpl2e,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,[CONEXIÓN] ¿Dónde están las causales de implicancia y recusación: en el CPC o en el COT? Las CAUSALES están en el COT (arts. 195-196): el COT regula a los jueces y sus inhabilidades. El PROCEDIMIENTO ,0,1,2
mcq,cmn16po1r00tmfp0z2rq169ph,DERECHO_CIVIL,1,DERECHO_PROCESAL_CIVIL,2,2.00,El poseedor de buena fe vencido en juicio reivindicatorio: No debe restituir los frutos percibidos antes de la contestación de la demanda No debe restituir ningún fruto bajo ninguna circunstancia Solo,1,2,0
mcq,cmn1741lb00n5p50zc1bsl7wh,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,El abandono del procedimiento NO procede en: Juicios sumarios Juicios de arrendamiento Juicios ordinarios de mayor cuantía Juicios de quiebra (concursal) ni en procedimientos ejecutivos de realización,2,1,1
mcq,cmn17e92n00gdy40z0vkyv4zu,DERECHO_ORGANICO,1,DERECHO_PROCESAL_CIVIL,2,2.00,La recusación amistosa consiste en: Una queja ante la CS Una demanda contra el juez Un recurso ante la CA Pedir al juez que se inhabilite voluntariamente antes de promover incidente formal (art. 124 C,0,2,1
mcq,cmn3wkiz3021z310zg0f2m7iq,DERECHO_CIVIL,1,DERECHO_ORGANICO,2,2.00,"La subrogación legal opera: Solo por acuerdo De PLENO DERECHO en 6 casos del art. 1610. Ej: codeudor que paga, fiador, tercer poseedor Solo por testamento Solo por sentencia Art. 1610: 6 casos de subr",1,0,2
mcq,cmn172yur0083p50zkzdgahqz,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,El juicio sumario del art. 680 inc. 2 Nº 6 CPC cubre: Solo interdictos posesorios Los casos en que la ley ordene proceder sumariamente o breve y sumariamente Solo comodato precario Solo depósito neces,2,1,0
mcq,cmn3wjspi01nx310z47fd7qtb,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,La reposición se interpone ante: El MISMO tribunal que dictó la resolución. Para que reconsidere (art. 181) Un tribunal arbitral La Corte Suprema El tribunal superior Art. 181: ante el mismo tribunal.,0,1,2
mcq,cmnnwugfq02sc540zvmn50vg2,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,"El recurso de apelación se interpone ante: La Corte de Apelaciones directamente El MISMO tribunal que dictó la resolución apelada (primera instancia), que controla admisibilidad y eleva los autos a la",0,1,2
mcq,cmnnwtgt102a1540z5l0wh12l,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,La vía DECLINATORIA para cuestionar la competencia consiste en: Presentarse ante el tribunal que se cree competente Presentarse ante el MISMO TRIBUNAL que está conociendo y pedirle que se declare INCO,0,1,2
mcq,cmn172rb8004vp50zc3tgzfi6,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,"Las cuatro tercerías del juicio ejecutivo son: Dominio, posesión, prelación y pago Solo prelación y pago Dominio, evicción, prelación y pago Solo dominio y posesión Arts. 518-529 CPC: cuatro tipos tax",2,1,0
mcq,cmn1748xu00q4p50zf9pa6j7f,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,La notificación de la demanda produce la interrupción: De la caducidad Civil de la prescripción extintiva (art. 2518 CC) De todos los plazos procesales pendientes De la prescripción adquisitiva Art. 2,2,1,0
mcq,cmnnwwkm403ww540zra0t7d48,DERECHO_ORGANICO,1,DERECHO_CIVIL,2,2.00,"No se puede transigir sobre: Deudas de dinero ESTADO CIVIL (filiación, matrimonio), alimentos FUTUROS y derechos IRRENUNCIABLES. Son materias de orden público que no están a disposición de las partes.",2,0,1
mcq,cmnnwwkny03wx540zegah7txd,DERECHO_ORGANICO,1,DERECHO_PROCESAL_CIVIL,2,2.00,El avenimiento es título ejecutivo según: Art. 170 CPC Art. 434 N°3 CPC: acta de avenimiento pasada ante tribunal competente. Puede ejecutarse por juicio ejecutivo de dar si contiene obligación líquid,0,2,1
mcq,cmnnxdyek00pxr30zpki08opp,DERECHO_CIVIL,1,DERECHO_PROCESAL_CIVIL,2,2.00,"La excepción de transacción según el art. 310 CPC puede oponerse: En cualquier estado del juicio, junto con prescripción, cosa juzgada y pago Solo en la contestación de la demanda Solo como excepción ",1,2,0
mcq,cmnnwwr7b040g540zk8c7ndsu,DERECHO_ORGANICO,1,DERECHO_PROCESAL_CIVIL,2,2.00,La cuantía se fija al momento de: La sentencia Presentar la DEMANDA y no varía durante el juicio (se congela). Los intereses futuros no alteran la cuantía original. La reconvención puede afectarla si ,0,2,1
mcq,cmnnwx6nb048u540z35xbfnzn,DERECHO_ORGANICO,1,DERECHO_CIVIL,2,2.00,"La posesión efectiva intestada se tramita: Ante el tribunal del domicilio del causante Ante el REGISTRO CIVIL (Ley 19.903), no ante tribunal. Es excepción a la competencia territorial judicial: se des",2,0,1
mcq,cmnnwt102021k540zrky979wn,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,"La notificación personal la practica: Cualquier persona mayor de edad Un ministro de fe: receptor judicial (más común), secretario del tribunal (dentro del recinto) o funcionario designado por el trib",0,1,2
trueFalse,cmn16ppue00udfp0z60j6b5lz,DERECHO_CIVIL,1,DERECHO_PROCESAL_CIVIL,2,2.00,El poseedor de buena fe no debe restituir los frutos percibidos antes de la contestación de la demanda reivindicatoria. Art. 907 inc. 3 CC: el poseedor de buena fe hace suyos los frutos percibidos ant,1,2,0
trueFalse,cmn3whasf00co310zreh9jx3f,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,"La prescripción adquisitiva solo puede alegarse como excepción. Puede alegarse como ACCIÓN (demanda para declarar dominio) O como excepción (defensa, art. 310). Tiene doble vía procesal.",2,1,0
trueFalse,cmnnwym6a050b540z0qibe9h7,DERECHO_ORGANICO,1,DERECHO_PROCESAL_CIVIL,2,2.00,El receptor practica el embargo en el juicio ejecutivo. Art. 450 CPC: el receptor va al domicilio del deudor y embarga los bienes. Es ministro de fe de la diligencia.,0,2,1
definicion,cmnnwya5u04tt540zxgkriwub,DERECHO_ORGANICO,1,DERECHO_CIVIL,2,2.00,"Arbitraje prohibido (arts. 229-230 COT) Materias que NUNCA pueden ir a arbitraje: causas penales (ius puniendi del Estado), alimentos (derecho indisponible), estado civil (filiación, matrimonio), caus",2,0,1
definicion,cmn3wcjj0004nza0zcr0dvcwm,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,Prescripción como acción Demanda (principal o reconvencional) para que se declare dominio por prescripción adquisitiva. La sentencia se inscribe en CBR si es inmueble.,2,1,0
definicion,cmnnwszek020p540zmv999by3,DERECHO_PROCESAL_CIVIL,1,DERECHO_ORGANICO,2,2.00,Notificación personal en persona (art. 40 CPC) La forma más completa: entrega a la persona misma del notificado de copia íntegra de la resolución y solicitud. La practica un ministro de fe (receptor j,1,1,2
definicion,cmnnwxxey04n0540zy3w1dt2d,DERECHO_ORGANICO,1,DERECHO_CIVIL,2,2.00,"Tribunales de familia (Ley 19.968) Tribunales ESPECIALES con jueces especializados y procedimiento ORAL. Creados en 2004, reemplazaron juzgados de menores. Competencia amplísima: alimentos, VIF, cuida",2,0,1
definicion,cmnnwvox903g1540zj5g1ylk1,DERECHO_PROCESAL_CIVIL,1,DERECHO_CIVIL,2,2.00,"Actos judiciales no contenciosos (art. 817 CPC) Actos que según la ley requieren intervención del juez y en que NO se promueve contienda entre partes. Sin conflicto: hay solicitante, no demandante/dem",2,1,1
definicion,cmnnxdug900nxr30zdk6yazl5,DERECHO_CIVIL,1,DERECHO_PROCESAL_CIVIL,2,2.00,Secuestro Depósito de cosa disputada por dos o más personas en manos de un tercero (secuestre) que restituye al vencedor (art. 2249 CC). Convencional (acuerdo) o judicial (medida precautoria). Puede r,1,2,0
definicion,cmnnwykcy04zc540zjnugjvda,DERECHO_ORGANICO,1,DERECHO_CIVIL,2,2.00,"Conservador de Bienes Raíces (CBR) Auxiliar encargado del REGISTRO de la propiedad inmueble. 3 registros: PROPIEDAD (dominio/tradición), HIPOTECAS Y GRAVÁMENES, INTERDICCIONES Y PROHIBICIONES. La insc",2,0,1
flashcard,cmnnwwmhr03xw540ztk9brs5y,DERECHO_ORGANICO,2,DERECHO_PROCESAL_CIVIL,2,1.00,[CONEXIÓN] ¿Cómo se conectan la inmunidad y los conflictos con el CPC? 1) EXEQUÁTUR → la sentencia extranjera necesita autorización de la Corte Suprema para ejecutarse. Conecta con título ejecutivo (3,0,2,2
flashcard,cmnnwwoac03yv540zslb1sso6,DERECHO_ORGANICO,2,DERECHO_CIVIL,2,1.00,"[INTEGRADOR] ¿Cómo se conecta la jurisdicción con el Código Civil? 1) TRANSACCIÓN (art. 2446 CC) → equivalente jurisdiccional, produce cosa juzgada (art. 2460 CC). 2) COSA JUZGADA MATERIAL (art. 177 C",2,0,2
flashcard,cmnnwz4sn05aa540z3tr8v409,DERECHO_ORGANICO,2,DERECHO_PROCESAL_CIVIL,2,1.00,¿Cómo se tramita la DECLINATORIA paso a paso? 4 pasos: 1) El demandado opone excepción dilatoria de INCOMPETENCIA (art. 303 N°1 CPC) ante el mismo tribunal. 2) Se da TRASLADO al demandante (3 días). 3,0,2,2
flashcard,cmnnwyd6j04vg540za5fu3kpt,DERECHO_PROCESAL_CIVIL,2,DERECHO_ORGANICO,2,1.00,"[CONEXIÓN] ¿Cómo conecta el procedimiento arbitral con todo lo estudiado? 1) CPC (Bloques 5-8): el árbitro de derecho aplica el CPC completo (demanda, prueba, sentencia). 2) TRIBUNALES ORDINARIOS (Tem",0,2,2
flashcard,cmnnwyyx30573540zd5lhh27s,DERECHO_ORGANICO,2,DERECHO_PROCESAL_CIVIL,2,1.00,¿Cómo se inhabilita a un PERITO? Los peritos pueden ser inhabilitados por las mismas causales de implicancia y recusación que los jueces. La parte que quiere inhabilitar al perito presenta un INCIDENT,0,2,2
flashcard,cmnnwyp0h051r540zsw19nlwp,DERECHO_ORGANICO,2,DERECHO_PROCESAL_CIVIL,2,1.00,"[CASO] En un juicio ordinario civil, ¿qué auxiliares intervienen y en qué momento? SECUENCIA: 1) NOTARIO: si el conflicto nace de escritura pública (ej: compraventa), la escritura fue otorgada ante no",1,2,2
flashcard,cmnnwtghy029v540zkblzrm9g,DERECHO_PROCESAL_CIVIL,2,DERECHO_ORGANICO,2,1.00,[CONEXIÓN] ¿Por qué la acumulación de autos y las cuestiones de competencia son incidentes ESPECIALES? Porque tienen tramitación PROPIA distinta al incidente ordinario (3 días traslado + 8 días prueba,0,2,2
mcq,cmn172rki004yp50z3k24o4h0,DERECHO_PROCESAL_CIVIL,2,DERECHO_CIVIL,2,1.00,Las tercerías de dominio y posesión se tramitan como: Juicio ordinario (incidental) en cuaderno separado (art. 521 CPC) Juicio sumario Incidentes de 3 días Recurso de apelación Art. 521 CPC: tramitaci,2,2,0
trueFalse,cmn172t50005lp50zilxs7k29,DERECHO_PROCESAL_CIVIL,2,DERECHO_CIVIL,2,1.00,La tercería de dominio se tramita como incidente de 3 días. Art. 521 CPC: la tercería de dominio (y la de posesión) se tramitan como JUICIO ORDINARIO en cuaderno separado. Las de prelación y pago sí s,2,2,0
flashcard,cmnnwyqws052s540zvcgnthsb,DERECHO_ORGANICO,3,DERECHO_PROCESAL_CIVIL,2,0.67,"[INTEGRADOR] Resume los 8 auxiliares en un cuadro maestro: FUERA DEL TRIBUNAL: 1) NOTARIO: fe pública, escrituras, protocolización. 2) RECEPTOR: notificaciones, diligencias, embargo. 3) CONSERVADOR: r",1,2,3
mcq,cmnnwzft205g7540z0myk8ox4,DERECHO_PROCESAL_CIVIL,3,DERECHO_ORGANICO,2,0.67,Un juez que incurre en causal de implicancia dicta sentencia definitiva sin inhabilitarse. ¿Qué recurso del CPC permite impugnar esa sentencia por infracción orgánica? Recurso de apelación por vicios ,0,3,2
trueFalse,cmn172sz8005kp50z5cwzavtr,DERECHO_PROCESAL_CIVIL,3,DERECHO_CIVIL,2,0.67,"Las cuatro tercerías del juicio ejecutivo son: dominio, posesión, prelación y pago. Arts. 518-529 CPC: cuatro tipos taxativos. Dominio y posesión atacan el embargo; prelación y pago atacan el producto",2,3,0
